customer_id,logins,invoices_created,support_tickets
C02794,87,56,1
C02795,74,97,2
C02796,33,7,4
C02797,31,77,8
C02798,77,128,6
C02799,62,143,2
C02800,35,184,9
C02801,44,104,3
C02802,47,84,6
C02803,32,184,0
C02804,63,37,3
C02805,22,64,0
C02806,7,17,4
C02807,6,93,1
C02808,41,21,8
C02809,80,78,2
C02810,12,105,4
C02811,73,111,7
C02812,40,86,7
C02813,69,52,8
C02814,58,161,2
C02815,3,77,2
C02816,43,95,3
C02817,74,12,5
C02818,8,96,6
C02819,73,46,0
C02820,13,70,1
C02821,56,126,2
C02822,19,71,0
C02823,23,185,2
C02824,43,20,3
C02825,24,68,5
C02826,3,85,4
C02827,97,44,5
C02828,87,30,8
C02829,14,153,0
C02830,83,31,2
C02831,33,127,7
C02832,87,130,8
C02833,27,182,1
C02834,12,14,9
C02835,46,102,4
C02836,71,151,2
C02837,46,69,9
C02838,82,180,1
C02839,16,123,8
C02840,58,178,4
C02841,14,199,8
C02842,85,33,0
C02843,43,9,3
C02844,91,95,0
C02845,25,8,4
C02846,15,7,4
C02847,74,149,6
C02848,30,92,6
C02849,44,53,7
C02850,9,15,5
C02851,92,52,9
C02852,82,197,2
C02853,11,37,8
C02854,66,132,4
C02855,22,91,8
C02856,87,79,4
C02857,20,61,2
C02858,29,150,6
C02859,90,177,8
C02860,63,36,0
C02861,41,94,2
C02862,76,97,6
C02863,93,191,8
C02864,83,166,3
C02865,98,40,4
C02866,48,64,7
C02867,27,196,3
C02868,94,184,1
C02869,31,14,6
C02870,92,130,1
C02871,25,126,5
C02872,49,191,6
C02873,70,19,7
C02874,64,78,4
C02875,56,71,0
C02876,7,125,2
C02877,70,9,9
C02878,35,33,8
C02879,89,127,5
C02880,21,116,4
C02881,47,61,0
C02882,60,106,3
C02883,17,44,4
C02884,90,65,1
C02885,17,85,4
C02886,71,57,2
C02887,25,24,7
C02888,34,102,9
C02889,26,172,0
C02890,6,105,3
C02891,10,196,8
C02892,81,6,0
C02893,78,195,5
C02894,3,34,5
C02895,59,153,1
C02896,80,117,0
C02897,69,27,0
C02898,48,18,9
C02899,23,5,4
C02900,91,118,4
C02901,5,96,9
C02902,56,44,6
C02903,38,98,8
C02904,82,93,3
C02905,76,5,3
C02906,85,61,6
C02907,7,92,8
C02908,17,134,6
C02909,9,75,7
C02910,88,39,9
C02911,75,136,6
C02912,89,84,8
C02913,46,124,5
C02914,37,171,8
C02915,7,86,2
C02916,17,169,3
C02917,41,112,8
C02918,64,69,1
C02919,83,106,1
C02920,57,30,9
C02921,85,187,7
C02922,45,151,9
C02923,73,185,5
C02924,8,153,4
C02925,91,176,1
C02926,87,198,0
C02927,10,42,2
C02928,54,29,5
C02929,66,85,4
C02930,44,71,5
C02931,48,173,6
C02932,71,41,6
C02933,2,63,2
C02934,80,119,9
C02935,6,175,7
C02936,80,100,7
C02937,89,129,2
C02938,45,95,5
C02939,10,148,8
C02940,9,147,0
C02941,96,65,1
C02942,32,93,1
C02943,2,36,4
C02944,21,151,5
C02945,3,157,2
C02946,98,44,3
C02947,93,127,9
C02948,84,7,1
C02949,23,159,2
C02950,37,38,7
C02951,72,105,4
C02952,36,194,1
C02953,14,22,9
C02954,87,54,9
C02955,91,182,1
C02956,15,6,3
C02957,35,190,8
C02958,22,108,5
C02959,47,29,0
C02960,36,43,3
C02961,15,195,2
C02962,96,109,0
C02963,82,62,5
C02964,58,13,9
C02965,31,115,0
C02966,41,192,0
C02967,89,47,6
C02968,74,188,0
C02969,78,15,2
C02970,26,5,4
C02971,83,69,2
C02972,30,2,5
C02973,12,114,8
C02974,31,38,1
C02975,82,94,6
C02976,2,182,3
C02977,78,39,5
C02978,20,20,9
C02979,58,148,9
C02980,20,29,5
C02981,34,163,7
C02982,60,160,6
C02983,34,17,4
C02984,37,116,6
C02985,67,51,5
C02986,99,136,4
C02987,97,149,8
C02988,19,151,3
C02989,95,115,6
C02990,52,179,6
C02991,44,91,2
C02992,86,6,7
C02993,27,180,8
C02994,38,136,4
C02995,92,99,0
C02996,21,69,0
C02997,84,33,4
C02998,38,190,1
C02999,13,193,1
C03000,93,191,5
C03001,21,160,4
C03002,42,55,1
C03003,97,33,4
C03004,96,166,3
C03005,48,2,5
C03006,46,138,0
C03007,92,66,2
C03008,78,15,4
C03009,57,116,7
C03010,52,61,1
C03011,22,159,7
C03012,98,166,7
C03013,17,157,5
C03014,97,121,4
C03015,97,171,6
C03016,26,122,5
C03017,39,23,8
C03018,71,25,1
C03019,63,156,5
C03020,89,99,6
C03021,51,94,0
C03022,30,112,8
C03023,41,83,7
C03024,33,129,4
C03025,50,109,4
C03026,63,108,8
C03027,39,20,1
C03028,28,29,5
C03029,18,136,3
C03030,74,62,3
C03031,59,142,7
C03032,66,166,2
C03033,43,131,7
C03034,78,3,9
C03035,13,55,4
C03036,1,149,1
C03037,32,163,4
C03038,89,44,3
C03039,10,172,8
C03040,15,113,5
C03041,93,171,2
C03042,17,169,1
C03043,63,155,6
C03044,54,92,0
C03045,23,156,4
C03046,71,5,4
C03047,50,171,3
C03048,59,191,2
C03049,36,39,8
C03050,6,10,3
C03051,66,63,8
C03052,32,9,6
C03053,53,84,8
C03054,69,111,1
C03055,83,29,1
C03056,2,156,7
C03057,43,139,8
C03058,87,99,1
C03059,40,15,5
C03060,68,152,5
C03061,4,35,6
C03062,75,61,4
C03063,46,20,2
C03064,20,58,9
C03065,14,191,2
C03066,99,100,5
C03067,14,188,0
C03068,49,167,7
C03069,3,148,6
C03070,79,86,6
C03071,21,88,5
C03072,61,186,2
C03073,2,192,8
C03074,21,142,9
C03075,10,164,5
C03076,91,141,5
C03077,19,1,5
C03078,53,114,5
C03079,76,91,5
C03080,49,13,3
C03081,80,163,1
C03082,8,136,0
C03083,57,18,7
C03084,89,162,4
C03085,24,52,2
C03086,47,70,8
C03087,82,58,2
C03088,21,27,4
C03089,8,146,1
C03090,19,57,5
C03091,30,124,8
C03092,91,114,0
C03093,26,9,2
C03094,20,192,9
C03095,78,79,0
C03096,97,151,4
C03097,73,59,4
C03098,87,195,3
C03099,45,22,4
C03100,64,178,7
C03101,30,151,7
C03102,53,84,5
C03103,50,180,3
C03104,62,7,3
C03105,42,117,4
C03106,28,145,4
C03107,58,131,1
C03108,31,135,5
C03109,90,169,6
C03110,59,151,2
C03111,75,37,9
C03112,12,68,3
C03113,45,198,8
C03114,66,106,3
C03115,68,192,9
C03116,32,18,6
C03117,41,163,1
C03118,98,23,4
C03119,55,95,5
C03120,69,135,1
C03121,5,189,0
C03122,63,76,8
C03123,4,177,6
C03124,41,185,7
C03125,12,196,4
C03126,99,140,4
C03127,37,15,0
C03128,98,130,2
C03129,55,122,6
C03130,45,175,9
C03131,28,56,8
C03132,59,97,7
C03133,7,14,4
C03134,60,155,2
C03135,53,132,8
C03136,40,166,3
C03137,52,104,8
C03138,11,130,2
C03139,96,4,6
C03140,50,152,0
C03141,50,137,9
C03142,96,147,4
C03143,95,190,8
C03144,48,169,8
C03145,84,128,5
C03146,54,92,5
C03147,6,77,2
C03148,50,78,8
C03149,82,178,0
C03150,85,114,6
C03151,3,74,2
C03152,41,125,1
C03153,92,193,4
C03154,28,76,4
C03155,32,84,1
C03156,39,76,7
C03157,88,140,1
C03158,71,167,7
C03159,63,157,5
C03160,19,186,9
C03161,1,67,3
C03162,33,71,2
C03163,33,77,8
C03164,11,75,5
C03165,60,153,4
C03166,87,116,9
C03167,28,84,2
C03168,62,49,2
C03169,47,63,5
C03170,17,27,9
C03171,74,198,3
C03172,72,198,3
C03173,9,105,7
C03174,83,58,1
C03175,8,122,5
C03176,59,122,8
C03177,69,9,2
C03178,78,129,4
C03179,45,76,6
C03180,33,193,0
C03181,38,92,7
C03182,63,152,5
C03183,12,19,3
C03184,67,122,5
C03185,29,142,1
C03186,22,142,3
C03187,34,80,7
C03188,70,88,3
C03189,99,160,4
C03190,39,6,1
C03191,16,113,2
C03192,31,94,2
C03193,49,23,1
C03194,44,19,7
C03195,79,130,2
C03196,46,169,0
C03197,1,181,1
C03198,44,155,7
C03199,84,108,0
C03200,87,136,0
C03201,84,105,0
C03202,96,43,9
C03203,46,33,7
C03204,89,171,5
C03205,72,119,6
C03206,53,158,3
C03207,33,34,7
C03208,45,78,1
C03209,64,100,8
C03210,94,20,3
C03211,3,62,0
C03212,24,2,1
C03213,76,88,7
C03214,31,118,8
C03215,71,68,4
C03216,40,79,3
C03217,81,83,9
C03218,50,147,6
C03219,74,112,1
C03220,15,35,6
C03221,21,148,8
C03222,21,103,1
C03223,60,41,7
C03224,93,122,5
C03225,65,157,5
C03226,21,143,3
C03227,55,32,8
C03228,69,141,7
C03229,79,135,6
C03230,26,122,4
C03231,75,54,4
C03232,55,16,1
C03233,85,10,4
C03234,46,184,2
C03235,62,194,6
C03236,70,166,8
C03237,54,53,9
C03238,4,82,5
C03239,45,34,9
C03240,85,85,6
C03241,54,85,6
C03242,81,129,6
C03243,53,59,3
C03244,95,99,5
C03245,44,25,6
C03246,87,160,9
C03247,96,31,3
C03248,36,74,8
C03249,34,125,8
C03250,52,3,3
C03251,6,86,7
C03252,38,102,7
C03253,86,194,1
C03254,33,121,5
C03255,75,169,8
C03256,55,104,7
C03257,23,62,0
C03258,44,181,4
C03259,28,88,4
C03260,64,121,8
C03261,48,33,1
C03262,59,91,4
C03263,83,141,0
C03264,59,39,7
C03265,43,29,7
C03266,43,105,1
C03267,77,25,9
C03268,13,19,0
C03269,72,193,2
C03270,43,99,8
C03271,13,16,6
C03272,35,72,6
C03273,91,199,9
C03274,11,85,3
C03275,21,188,4
C03276,72,185,6
C03277,26,173,1
C03278,94,180,2
C03279,86,6,2
C03280,50,188,6
C03281,49,37,6
C03282,74,54,5
C03283,90,4,0
C03284,91,175,9
C03285,86,85,7
C03286,13,165,9
C03287,39,170,9
C03288,55,176,3
C03289,7,189,7
C03290,43,190,6
C03291,42,183,0
C03292,58,165,6
C03293,12,15,3
C03294,13,59,4
C03295,12,191,5
C03296,76,194,4
C03297,38,42,1
C03298,3,116,7
C03299,72,159,7
C03300,62,6,4
C03301,31,19,4
C03302,77,166,6
C03303,72,122,1
C03304,37,161,4
C03305,24,104,0
C03306,92,90,3
C03307,68,181,7
C03308,64,158,0
C03309,16,126,9
C03310,18,75,0
C03311,68,110,3
C03312,40,193,9
C03313,58,142,4
C03314,97,122,8
C03315,45,10,4
C03316,53,17,0
C03317,27,15,2
C03318,36,3,3
C03319,68,150,6
C03320,13,56,1
C03321,51,187,3
C03322,48,26,7
C03323,60,103,4
C03324,78,178,5
C03325,70,87,2
C03326,51,61,3
C03327,14,55,8
C03328,43,192,1
C03329,3,3,2
C03330,25,158,1
C03331,34,186,1
C03332,70,141,8
C03333,56,152,7
C03334,65,69,6
C03335,60,135,8
C03336,48,51,7
C03337,72,54,8
C03338,81,179,1
C03339,77,155,6
C03340,19,12,8
C03341,35,169,8
C03342,97,119,7
C03343,33,113,0
C03344,42,120,2
C03345,54,89,7
C03346,39,106,2
C03347,64,114,3
C03348,38,161,9
C03349,38,31,1
C03350,73,11,2
C03351,52,164,4
C03352,47,121,5
C03353,65,134,5
C03354,42,123,6
C03355,55,45,9
C03356,59,188,7
C03357,66,90,5
C03358,74,72,9
C03359,54,103,5
C03360,51,37,1
C03361,23,101,2
C03362,73,112,5
C03363,11,30,5
C03364,36,38,5
C03365,56,144,3
C03366,42,166,1
C03367,99,181,7
C03368,13,136,1
C03369,83,9,2
C03370,99,21,0
C03371,52,169,8
C03372,30,69,2
C03373,82,19,1
C03374,12,112,5
C03375,76,80,7
C03376,21,18,3
C03377,12,80,0
C03378,62,125,6
C03379,92,133,2
C03380,93,195,4
C03381,39,199,1
C03382,44,116,7
C03383,4,32,2
C03384,31,88,8
C03385,24,176,0
C03386,42,161,5
C03387,49,197,2
C03388,82,72,3
C03389,90,130,3
C03390,20,54,7
C03391,8,103,8
C03392,33,42,4
C03393,68,163,9
C03394,38,102,9
C03395,86,119,2
C03396,36,189,8
C03397,48,115,0
C03398,95,60,0
C03399,8,124,2
C03400,73,49,1
C03401,82,23,7
C03402,99,68,4
C03403,60,35,9
C03404,24,142,0
C03405,17,22,2
C03406,65,158,2
C03407,39,3,1
C03408,79,75,8
C03409,55,10,0
C03410,77,67,9
C03411,87,169,4
C03412,93,176,8
C03413,61,50,2
C03414,31,127,9
C03415,28,197,2
C03416,32,186,6
C03417,7,15,0
C03418,78,122,8
C03419,14,48,6
C03420,96,114,7
C03421,73,6,1
C03422,54,4,2
C03423,70,23,8
C03424,51,173,3
C03425,79,65,4
C03426,30,56,8
C03427,30,191,9
C03428,16,15,7
C03429,23,132,4
C03430,31,91,1
C03431,12,104,2
C03432,85,160,2
C03433,3,9,6
C03434,67,185,5
C03435,38,195,6
C03436,86,39,7
C03437,85,40,4
C03438,16,16,5
C03439,82,81,0
C03440,4,91,3
C03441,20,138,5
C03442,45,181,3
C03443,13,65,0
C03444,95,115,2
C03445,2,50,2
C03446,94,29,2
C03447,31,146,3
C03448,28,180,8
C03449,73,160,8
C03450,59,107,7
C03451,11,161,2
C03452,35,123,1
C03453,49,107,2
C03454,44,11,4
C03455,58,101,6
C03456,51,157,1
C03457,17,148,5
C03458,90,150,1
C03459,4,143,0
C03460,33,35,2
C03461,62,80,3
C03462,81,116,1
C03463,72,108,2
C03464,90,162,5
C03465,43,148,8
C03466,84,56,1
C03467,42,51,6
C03468,51,95,0
C03469,38,85,3
C03470,43,50,1
C03471,48,158,3
C03472,42,121,1
C03473,57,153,2
C03474,54,94,7
C03475,97,199,3
C03476,17,4,5
C03477,51,63,8
C03478,9,22,7
C03479,84,57,1
C03480,8,182,1
C03481,63,4,2
C03482,56,193,1
C03483,70,48,2
C03484,9,151,1
C03485,75,151,5
C03486,5,6,8
C03487,72,115,7
C03488,64,197,5
C03489,52,192,3
C03490,35,71,9
C03491,60,133,4
C03492,89,161,3
C03493,39,154,4
C03494,6,187,1
C03495,88,85,7
C03496,21,162,0
C03497,36,154,8
C03498,18,194,0
C03499,1,20,4
C03500,93,14,8
C03501,17,117,0
C03502,69,71,0
C03503,6,95,2
C03504,58,136,7
C03505,45,58,2
C03506,72,1,1
C03507,89,159,5
C03508,83,136,9
C03509,48,83,4
C03510,50,188,8
C03511,56,190,2
C03512,9,138,3
C03513,92,18,9
C03514,62,194,7
C03515,31,93,1
C03516,65,66,4
C03517,61,180,8
C03518,10,67,8
C03519,53,127,9
C03520,64,88,8
C03521,64,9,0
C03522,50,107,0
C03523,86,48,0
C03524,65,126,7
C03525,77,60,3
C03526,14,78,8
C03527,23,126,5
C03528,28,118,2
C03529,93,180,7
C03530,58,43,0
C03531,40,126,1
C03532,64,50,7
C03533,97,107,0
C03534,2,88,4
C03535,43,14,2
C03536,97,18,1
C03537,88,77,3
C03538,12,34,1
C03539,92,83,4
C03540,35,41,7
C03541,74,119,3
C03542,98,75,6
C03543,69,127,4
C03544,63,177,8
C03545,41,69,1
C03546,64,137,1
C03547,18,48,0
C03548,70,12,3
C03549,11,193,7
C03550,65,113,4
C03551,23,14,4
C03552,4,64,3
C03553,7,26,6
C03554,41,135,9
C03555,49,55,7
C03556,17,59,8
C03557,75,79,5
C03558,55,184,8
C03559,27,68,0
C03560,12,158,2
C03561,47,151,0
C03562,34,145,4
C03563,8,130,7
C03564,23,72,5
C03565,26,198,9
C03566,34,167,4
C03567,32,48,0
C03568,6,5,0
C03569,65,21,4
C03570,59,178,4
C03571,50,148,7
C03572,68,107,1
C03573,89,71,6
C03574,8,94,4
C03575,40,94,1
C03576,46,73,4
C03577,84,155,8
C03578,78,2,4
C03579,33,91,4
C03580,58,175,1
C03581,3,40,8
C03582,79,36,1
C03583,27,199,4
C03584,83,141,1
C03585,65,101,1
C03586,57,150,5
C03587,35,18,9
C03588,52,115,2
C03589,97,6,9
C03590,51,196,8
C03591,17,67,5
C03592,77,125,9
C03593,52,52,9
C03594,48,198,1
C03595,58,3,0
C03596,76,145,1
C03597,26,127,9
C03598,27,66,5
C03599,24,185,1
C03600,81,22,6
C03601,11,113,6
C03602,86,139,0
C03603,8,164,5
C03604,48,53,4
C03605,32,76,7
C03606,29,168,7
C03607,96,35,8
C03608,5,43,1
C03609,49,45,0
C03610,13,121,9
C03611,89,169,5
C03612,42,64,1
C03613,10,15,4
C03614,26,44,0
C03615,26,42,0
C03616,85,187,4
C03617,23,85,5
C03618,44,4,6
C03619,76,71,3
C03620,39,29,3
C03621,43,169,4
C03622,52,6,5
C03623,58,167,7
C03624,89,194,8
C03625,76,81,6
C03626,32,93,9
C03627,18,155,2
C03628,42,135,5
C03629,84,139,8
C03630,2,114,5
C03631,60,103,9
C03632,33,32,7
C03633,46,114,7
C03634,81,87,3
C03635,59,51,6
C03636,94,40,6
C03637,57,135,6
C03638,62,1,7
C03639,63,153,1
C03640,73,6,1
C03641,31,95,5
C03642,39,125,5
C03643,85,16,4
C03644,22,143,1
C03645,17,150,7
C03646,3,146,2
C03647,32,178,0
C03648,33,72,0
C03649,64,138,6
C03650,10,49,6
C03651,5,198,5
C03652,68,107,5
C03653,38,138,4
C03654,96,39,5
C03655,41,58,1
C03656,84,199,4
C03657,73,170,1
C03658,61,45,2
C03659,15,28,4
C03660,52,89,0
C03661,8,92,2
C03662,56,73,9
C03663,98,5,5
C03664,30,57,1
C03665,74,80,2
C03666,78,29,8
C03667,34,55,7
C03668,59,151,2
C03669,56,57,6
C03670,86,146,3
C03671,13,154,6
C03672,51,133,4
C03673,59,136,1
C03674,62,147,5
C03675,29,156,0
C03676,93,196,5
C03677,62,84,0
C03678,7,50,2
C03679,44,86,9
C03680,6,76,6
C03681,99,193,1
C03682,62,8,8
C03683,68,188,2
C03684,78,186,2
C03685,70,155,6
C03686,17,109,0
C03687,49,33,4
C03688,24,102,9
C03689,77,174,2
C03690,12,165,0
C03691,57,121,6
C03692,29,197,9
C03693,88,127,6
C03694,62,143,8
C03695,98,195,6
C03696,78,156,3
C03697,27,191,2
C03698,5,94,5
C03699,40,3,5
C03700,47,52,1
C03701,9,44,6
C03702,16,60,0
C03703,13,58,8
C03704,54,95,1
C03705,15,142,2
C03706,25,134,5
C03707,16,19,6
C03708,44,190,0
C03709,95,5,2
C03710,47,177,5
C03711,33,179,3
C03712,84,123,4
C03713,26,26,2
C03714,99,114,7
C03715,40,184,0
C03716,71,108,9
C03717,45,18,6
C03718,95,173,1
C03719,81,9,7
C03720,43,90,2
C03721,72,130,3
C03722,23,122,1
C03723,47,42,4
C03724,44,109,8
C03725,82,70,3
C03726,42,84,6
C03727,12,72,7
C03728,94,109,9
C03729,36,68,0
C03730,79,89,5
C03731,82,31,4
C03732,89,122,9
C03733,13,19,9
C03734,88,71,0
C03735,81,175,8
C03736,65,37,9
C03737,27,94,6
C03738,20,19,0
C03739,18,93,1
C03740,64,153,3
C03741,9,53,9
C03742,74,75,8
C03743,25,132,1
C03744,1,46,0
C03745,59,159,0
C03746,36,36,8
C03747,18,132,0
C03748,47,130,3
C03749,79,167,4
C03750,33,44,5
C03751,22,91,5
C03752,88,90,2
C03753,65,147,6
C03754,11,121,7
C03755,26,108,0
C03756,90,41,8
C03757,70,122,5
C03758,97,103,0
C03759,63,97,8
C03760,78,38,3
C03761,88,193,8
C03762,38,114,9
C03763,49,163,4
C03764,17,11,5
C03765,57,187,8
C03766,14,78,5
C03767,83,70,0
C03768,8,43,0
C03769,56,104,1
C03770,23,89,1
C03771,44,118,5
C03772,66,5,9
C03773,3,154,9
C03774,53,32,4
C03775,13,47,6
C03776,69,184,7
C03777,82,90,9
C03778,1,50,9
C03779,21,99,9
C03780,83,186,9
C03781,56,156,2
C03782,98,95,8
C03783,2,79,0
C03784,84,183,2
C03785,31,58,1
C03786,13,168,5
C03787,14,186,0
C03788,76,72,7
C03789,57,174,9
C03790,13,74,9
C03791,88,173,2
C03792,95,138,5
C03793,14,102,1
C03794,94,48,4
C03795,27,190,1
C03796,70,28,6
C03797,60,114,4
C03798,70,20,7
C03799,15,88,5
C03800,56,70,7
C03801,88,41,8
C03802,62,112,6
C03803,13,96,0
C03804,7,6,8
C03805,21,139,8
C03806,14,30,9
C03807,3,131,1
C03808,63,161,1
C03809,43,54,6
C03810,99,175,4
C03811,12,10,4
C03812,55,19,0
C03813,85,9,5
C03814,59,135,7
C03815,20,61,3
C03816,91,14,2
C03817,69,2,9
C03818,45,150,9
C03819,55,188,0
C03820,59,45,3
C03821,75,20,1
C03822,60,26,4
C03823,61,187,9
C03824,42,196,0
C03825,44,39,8
C03826,6,151,8
C03827,69,153,4
C03828,22,116,0
C03829,65,181,2
C03830,84,125,6
C03831,88,139,4
C03832,20,25,8
C03833,47,159,3
C03834,48,174,4
C03835,93,155,2
C03836,24,100,7
C03837,72,63,2
C03838,98,115,5
C03839,86,47,6
C03840,39,142,1
C03841,55,23,6
C03842,97,16,2
C03843,94,148,2
C03844,55,131,4
C03845,70,6,3
C03846,63,29,9
C03847,77,4,6
C03848,19,193,2
C03849,58,114,8
C03850,26,8,0
C03851,81,48,1
C03852,91,84,8
C03853,88,16,7
C03854,47,47,6
C03855,14,31,8
C03856,3,96,4
C03857,69,122,2
C03858,14,29,1
C03859,8,76,5
C03860,89,68,1
C03861,15,119,7
C03862,45,171,4
C03863,45,34,1
C03864,3,6,5
C03865,11,49,5
C03866,9,188,7
C03867,4,51,5
C03868,79,9,2
C03869,91,133,7
C03870,95,110,1
C03871,50,192,8
C03872,80,16,5
C03873,96,187,0
C03874,98,184,3
C03875,6,193,0
C03876,44,84,2
C03877,5,128,9
C03878,57,163,5
C03879,88,138,2
C03880,49,175,4
C03881,83,92,7
C03882,94,35,7
C03883,76,62,8
C03884,69,33,3
C03885,28,143,4
C03886,39,85,3
C03887,34,106,6
C03888,62,163,8
C03889,12,123,5
C03890,87,115,1
C03891,69,117,6
C03892,54,101,2
C03893,80,138,7
C03894,73,80,2
C03895,97,148,8
C03896,37,136,0
C03897,33,109,5
C03898,49,95,9
C03899,1,8,6
C03900,47,141,2
C03901,37,88,5
C03902,9,59,9
C03903,18,81,2
C03904,85,175,8
C03905,44,60,5
C03906,78,169,7
C03907,70,52,3
C03908,63,76,7
C03909,3,120,4
C03910,18,182,7
C03911,37,36,1
C03912,20,77,2
C03913,93,99,9
C03914,36,69,3
C03915,80,141,0
C03916,4,11,4
C03917,78,8,2
C03918,17,159,6
C03919,99,62,1
C03920,57,140,0
C03921,99,139,1
C03922,49,145,2
C03923,96,155,9
C03924,53,77,4
C03925,10,141,5
C03926,29,105,7
C03927,76,86,3
C03928,9,110,3
C03929,90,172,1
C03930,21,58,2
C03931,1,88,2
C03932,36,158,1
C03933,83,141,0
C03934,6,8,1
C03935,18,197,4
C03936,72,107,7
C03937,11,120,4
C03938,69,64,2
C03939,21,52,6
C03940,85,134,3
C03941,84,71,6
C03942,9,182,7
C03943,2,22,2
C03944,4,191,9
C03945,90,79,0
C03946,12,37,7
C03947,83,184,5
C03948,83,169,2
C03949,83,188,8
C03950,93,148,0
C03951,39,95,7
C03952,60,115,8
C03953,34,197,9
C03954,59,173,0
C03955,72,122,8
C03956,6,58,4
C03957,32,165,4
C03958,28,167,4
C03959,75,3,0
C03960,92,77,4
C03961,96,75,9
C03962,41,93,9
C03963,72,38,5
C03964,84,174,4
C03965,88,121,5
C03966,27,49,8
C03967,53,34,6
C03968,11,154,4
C03969,87,130,9
C03970,22,123,8
C03971,5,56,4
C03972,34,100,4
C03973,62,135,5
C03974,31,116,7
C03975,47,36,0
C03976,37,168,8
C03977,26,26,7
C03978,87,84,6
C03979,43,75,4
C03980,61,90,0
C03981,38,121,6
C03982,32,99,8
C03983,69,69,2
C03984,62,16,7
C03985,25,75,2
C03986,33,97,2
C03987,64,137,6
C03988,71,150,5
C03989,16,5,4
C03990,49,120,6
C03991,93,43,8
C03992,15,98,0
C03993,20,30,9
C03994,22,74,0
C03995,10,128,4
C03996,72,32,7
C03997,55,17,6
C03998,96,108,6
C03999,28,67,2
C04000,9,127,8
C04001,31,154,4
C04002,87,12,9
C04003,83,37,2
C04004,96,170,5
C04005,74,57,7
C04006,84,12,7
C04007,99,174,3
C04008,57,155,3
C04009,31,78,8
C04010,75,7,9
C04011,43,38,1
C04012,74,176,8
C04013,9,42,7
C04014,42,123,2
C04015,74,155,1
C04016,50,138,1
C04017,37,42,0
C04018,71,186,9
C04019,84,107,8
C04020,84,41,0
C04021,72,9,1
C04022,17,108,6
C04023,89,174,4
C04024,77,105,0
C04025,77,93,3
C04026,48,82,5
C04027,2,182,7
C04028,42,93,1
C04029,63,119,9
C04030,11,121,2
C04031,84,187,6
C04032,56,13,0
C04033,73,86,6
C04034,45,16,0
C04035,45,173,7
C04036,29,32,5
C04037,34,168,9
C04038,69,90,6
C04039,95,95,1
C04040,90,172,5
C04041,20,106,4
C04042,72,118,2
C04043,70,175,8
C04044,18,113,4
C04045,72,70,7
C04046,60,188,3
C04047,55,35,5
C04048,52,75,3
C04049,25,188,3
C04050,66,37,8
C04051,28,22,4
C04052,89,141,0
C04053,20,144,6
C04054,70,86,2
C04055,37,60,2
C04056,16,42,5
C04057,35,141,2
C04058,55,191,0
C04059,65,160,5
C04060,78,23,6
C04061,14,171,4
C04062,24,160,0
C04063,83,102,1
C04064,38,156,1
C04065,82,161,9
C04066,9,154,7
C04067,77,81,7
C04068,59,170,7
C04069,51,29,1
C04070,51,130,4
C04071,19,102,4
C04072,62,162,3
C04073,10,114,7
C04074,38,110,7
C04075,3,166,8
C04076,48,12,3
C04077,41,180,0
C04078,17,149,8
C04079,87,91,0
C04080,91,40,3
C04081,73,195,9
C04082,69,101,0
C04083,83,177,2
C04084,93,154,2
C04085,15,52,6
C04086,56,62,2
C04087,76,69,5
C04088,78,110,9
C04089,15,61,3
C04090,95,84,5
C04091,5,46,8
C04092,44,72,6
C04093,3,107,0
C04094,47,157,7
C04095,30,50,3
C04096,12,105,7
C04097,15,2,2
C04098,38,192,9
C04099,28,66,4
C04100,49,102,2
C04101,87,171,2
C04102,47,138,2
C04103,79,109,3
C04104,75,181,2
C04105,94,92,1
C04106,12,28,5
C04107,54,128,0
C04108,83,2,4
C04109,32,157,5
C04110,1,52,0
C04111,16,142,0
C04112,11,28,6
C04113,95,1,5
C04114,97,187,8
C04115,55,44,3
C04116,36,80,2
C04117,30,85,5
C04118,68,171,7
C04119,56,17,4
C04120,60,182,2
C04121,89,15,2
C04122,98,48,0
C04123,17,46,5
C04124,33,177,9
C04125,30,164,6
C04126,13,14,8
C04127,12,131,5
C04128,32,100,7
C04129,87,134,5
C04130,93,126,1
C04131,34,22,2
C04132,83,22,0
C04133,12,164,4
C04134,4,91,5
C04135,89,199,5
C04136,26,178,1
C04137,82,76,0
C04138,64,80,6
C04139,30,197,3
C04140,34,113,8
C04141,33,35,7
C04142,31,9,5
C04143,56,157,9
C04144,62,27,2
C04145,31,185,7
C04146,77,89,9
C04147,24,59,0
C04148,69,170,8
C04149,51,181,9
C04150,65,38,8
C04151,98,89,9
C04152,9,132,7
C04153,8,107,9
C04154,36,180,3
C04155,93,44,8
C04156,99,23,8
C04157,69,70,9
C04158,56,77,4
C04159,46,69,5
C04160,10,188,6
C04161,74,132,8
C04162,11,131,6
C04163,8,23,0
C04164,68,37,8
C04165,18,18,5
C04166,84,99,1
C04167,3,5,9
C04168,15,41,8
C04169,60,92,0
C04170,72,166,4
C04171,55,175,8
C04172,70,123,0
C04173,84,82,1
C04174,32,72,6
C04175,6,140,9
C04176,16,158,1
C04177,66,6,8
C04178,82,189,8
C04179,90,119,9
C04180,84,192,7
C04181,16,111,1
C04182,85,112,9
C04183,14,69,2
C04184,62,139,2
C04185,18,190,7
C04186,8,121,7
C04187,5,145,5
C04188,88,77,6
C04189,41,20,0
C04190,93,95,7
C04191,59,154,6
